SEASON_LABEL,CLUTCH_WINDOW,GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
2006-07,5m,Players,100356,Chamique Holdsclaw,Chamique,1611661320,LAS,29.0,1,0,1,0.0,0.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0,0,0.0,30,33,14,33,45,17,26,17,8,13,8,11,11,11,9,12,16,11,5,3,2,1,1,12,24,31,31,3,1,31,1
2006-07,5m,Players,100843,Cheryl Ford,Cheryl,1611661321,DET,26.0,1,0,1,0.0,1.785,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0,0,0.0,30,33,14,33,25,17,26,17,8,13,8,11,11,11,9,12,16,11,5,3,2,1,1,12,24,25,31,3,1,31,1
2006-07,5m,Players,100930,Christi Thomas,Christi,1611661320,LAS,24.0,2,1,1,0.5,8.058333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,2,0,-9,3.0,0,0,2.0,18,17,14,19,4,17,26,17,8,13,8,11,11,11,9,12,16,11,5,1,2,1,1,3,24,50,20,3,1,20,1
2006-07,5m,Players,100345,Crystal Robinson,Crystal,1611661322,WAS,33.0,1,0,1,0.0,0.6366666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0,0,0.0,30,33,14,33,36,17,26,17,8,13,8,11,11,11,9,12,16,11,5,3,2,1,1,12,24,31,31,3,1,31,1
2006-07,5m,Players,100396,DeLisha Milton-Jones,DeLisha,1611661322,WAS,32.0,1,0,1,0.0,0.6366666666666667,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,1,-1,1.0,0,0,1.0,30,33,14,33,36,17,26,17,8,13,8,7,10,1,9,12,16,11,5,3,2,1,1,12,21,25,27,3,1,24,1
2006-07,5m,Players,100533,DeMya Walker,DeMya,1611661318,SAC,29.0,3,1,2,0.333,5.953333333333333,1,1,1.0,0,0,0.0,0,0,0.0,1,1,2,2,0,0,0,0,0,0,2,4,7.4,0,0,6.0,8,17,38,25,8,7,15,1,8,13,8,11,11,11,3,3,2,1,5,3,2,1,1,12,14,6,4,3,1,6,1
2006-07,5m,Players,100639,Deanna Nolan,Deanna,1611661321,DET,27.0,4,3,1,0.75,3.605,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,2,8,3.5,0,0,3.0,1,1,14,14,16,7,15,1,8,13,8,11,11,11,9,12,16,3,5,3,2,1,1,12,14,2,17,3,1,17,1
2006-07,5m,Players,100931,Doneeka Lewis,Doneeka,1611661320,LAS,24.0,2,2,0,1.0,0.7183333333333334,1,1,1.0,1,1,1.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,3,4,4.2,0,0,5.0,18,6,1,1,35,7,15,1,1,3,1,11,11,11,3,12,8,11,5,3,2,1,1,12,10,6,15,3,1,11,1
2006-07,5m,Players,100928,Ebony Hoffman,Ebony,1611661325,IND,24.0,1,0,1,0.0,0.85,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-5,0.0,0,0,0.0,30,33,14,33,30,17,26,17,8,13,8,11,11,11,9,12,16,11,5,3,2,1,1,12,24,41,31,3,1,31,1
2006-07,5m,Players,101039,Erin Phillips,Erin,1611661323,CON,22.0,2,2,0,1.0,1.9166666666666667,0,0,0.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,0,0,0,1,2,0,3.2,0,0,3.0,18,6,1,1,22,17,26,17,8,13,8,4,5,1,9,3,8,11,5,3,2,1,1,6,14,22,19,3,1,17,1
2006-07,5m,Players,100796,Iziane Castro Marques,Iziane,1611661328,SEA,25.0,3,1,2,0.333,4.683333333333334,2,2,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,5,-4,5.0,0,0,6.0,8,17,38,25,11,2,6,1,1,3,1,11,11,11,9,12,16,11,5,3,2,1,46,12,3,38,9,3,1,6,1
2006-07,5m,Players,100660,Janell Burse,Janell,1611661328,SEA,28.0,1,1,0,1.0,0.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0.0,30,17,1,1,45,17,26,17,8,13,8,11,11,11,9,12,16,11,5,3,2,1,1,12,24,15,31,3,1,31,1
2006-07,5m,Players,101042,Jessica Moore,Jessica,1611661320,LAS,24.0,1,1,0,1.0,1.615,0,1,0.0,0,0,0.0,2,2,1.0,0,2,2,0,0,0,0,0,0,1,2,3,4.4,0,0,4.0,30,17,1,1,28,17,15,17,8,13,8,4,5,1,9,1,2,11,5,3,2,1,1,6,14,13,14,3,1,14,1
2006-07,5m,Players,101025,Kara Braxton,Kara,1611661321,DET,24.0,1,1,0,1.0,0.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,30,17,1,1,45,17,26,17,8,13,8,11,11,11,9,12,16,11,5,3,2,1,1,12,24,22,31,3,1,31,1
2006-07,5m,Players,100874,Kara Lawson,Kara,1611661318,SAC,26.0,3,1,2,0.333,5.953333333333333,1,2,0.5,1,2,0.5,1,2,0.5,0,1,1,1,0,0,0,0,0,3,4,4,6.7,0,0,7.0,8,17,38,25,8,7,6,11,1,1,7,7,5,8,9,3,8,3,5,3,2,1,1,1,7,6,5,3,1,4,1
2006-07,5m,Players,100666,Katie Douglas,Katie,1611661323,CON,28.0,2,2,0,1.0,1.785,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,-1.0,0,0,0.0,18,6,1,1,25,17,26,17,8,13,8,11,11,11,9,12,16,11,1,3,2,1,1,12,24,22,50,3,1,31,1
2006-07,5m,Players,100404,Katie Smith,Katie,1611661321,DET,33.0,4,3,1,0.75,3.605,2,4,0.5,1,1,1.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,5,8,6.2,0,0,7.0,1,1,14,14,16,2,2,11,1,3,1,11,11,11,9,3,8,11,5,3,2,1,39,12,3,2,7,3,1,4,1
2006-07,5m,Players,101027,Kristin Haynie,Kristin,1611661318,SAC,24.0,1,0,1,0.0,0.5533333333333333,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0,0,0.0,30,33,14,33,41,17,15,17,8,3,8,11,11,11,9,12,16,11,5,3,2,1,1,12,24,31,31,3,1,31,1
2006-07,5m,Players,100682,Lauren Jackson,Lauren,1611661328,SEA,26.0,3,1,2,0.333,4.683333333333334,1,1,1.0,0,0,0.0,4,4,1.0,1,0,1,0,0,0,3,0,0,1,6,-4,16.2,1,0,13.0,8,17,38,25,11,7,15,1,8,13,8,1,1,1,3,12,8,11,5,3,1,1,1,6,2,38,1,1,1,1,1
2006-07,5m,Players,101084,Laurie Koehn,Laurie,1611661322,WAS,25.0,1,0,1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,30,33,14,33,50,17,26,17,8,13,8,11,11,11,9,12,16,11,5,3,2,1,1,12,24,20,31,3,1,31,1
2006-07,5m,Players,100915,Lindsay Whalen,Lindsay,1611661323,CON,25.0,2,2,0,1.0,1.1416666666666666,0,0,0.0,0,0,0.0,3,3,1.0,0,0,0,1,0,0,0,0,0,2,3,4,4.5,0,0,4.0,18,6,1,1,29,17,26,17,8,13,8,2,3,1,9,12,16,3,5,3,2,1,1,3,10,6,12,3,1,14,1
2006-07,5m,Players,100003,Lisa Leslie,Lisa,1611661320,LAS,34.0,4,2,2,0.5,9.833333333333334,0,3,0.0,0,0,0.0,2,3,0.667,0,0,0,0,0,0,0,2,0,3,2,-2,2.0,0,0,2.0,1,6,38,19,1,17,3,17,8,13,8,4,3,7,9,12,16,11,5,3,2,50,1,1,14,31,22,3,1,20,1
2006-07,5m,Players,200675,Lisa Willis,Lisa,1611661320,LAS,23.0,3,2,1,0.667,1.6166666666666667,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,4,1.5,0,0,1.0,8,6,14,18,27,17,6,17,8,3,8,11,11,11,9,12,16,3,5,3,2,1,1,12,24,6,23,3,1,24,1
2006-07,5m,Players,100239,Margo Dydek,Margo,1611661323,CON,33.0,1,1,0,1.0,0.505,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,1,0,3,1.2,0,0,1.0,30,17,1,1,42,17,26,17,8,13,8,11,11,11,9,3,8,11,5,3,2,1,1,6,24,13,25,3,1,24,1
2006-07,5m,Players,100199,Murriel Page,Murriel,1611661320,LAS,31.0,4,2,2,0.5,9.783333333333333,1,1,1.0,0,0,0.0,3,4,0.75,2,1,3,0,0,0,0,0,2,2,5,-2,8.6,0,0,8.0,1,6,38,19,2,7,15,1,8,13,8,2,1,6,1,3,1,11,5,3,2,1,46,3,3,31,3,3,1,3,1
2006-07,5m,Players,100012,Mwadi Mabika,Mwadi,1611661320,LAS,30.0,4,2,2,0.5,7.75,2,2,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,5,-5,5.0,0,0,6.0,1,6,38,19,5,2,6,1,1,3,1,11,11,11,9,12,16,11,5,3,2,1,46,12,3,41,9,3,1,6,1
2006-07,5m,Players,100556,Nakia Sanford,Nakia,1611661322,WAS,31.0,1,0,1,0.0,0.6366666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0,0,0.0,30,33,14,33,36,17,26,17,8,13,8,11,11,11,9,12,16,11,5,3,2,1,1,12,24,25,31,3,1,31,1
2006-07,5m,Players,100919,Nicole Powell,Nicole,1611661318,SAC,25.0,3,1,2,0.333,6.12,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,1,1,0,0,0,1,0,3,2,3.5,0,0,5.0,8,17,38,25,6,7,15,1,1,3,1,11,11,11,9,12,16,3,1,3,2,1,39,12,10,15,17,3,1,11,1
2006-07,5m,Players,100724,Nikki Teasley,Nikki,1611661322,WAS,28.0,1,0,1,0.0,0.6366666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,-1,0.0,0,0,0.0,30,33,14,33,36,17,26,17,8,13,8,11,11,11,9,12,16,11,5,3,2,1,39,12,24,25,31,3,1,31,1
2006-07,5m,Players,100415,Nykesha Sales,Nykesha,1611661323,CON,31.0,2,2,0,1.0,2.421666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0.0,18,6,1,1,20,17,26,17,8,13,8,11,11,11,9,12,16,11,5,3,2,1,1,12,24,15,31,3,1,31,1
2006-07,5m,Players,100888,Plenette Pierson,Plenette,1611661321,DET,25.0,3,3,0,1.0,1.82,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0,0,0.0,8,1,1,1,24,17,15,17,8,13,8,11,11,11,9,12,16,11,5,3,2,1,1,12,24,1,31,3,1,31,1
2006-07,5m,Players,100944,Rebekkah Brunson,Rebekkah,1611661318,SAC,25.0,1,0,1,0.0,0.16666666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0,0,0.0,30,33,14,33,48,17,26,17,8,13,8,11,11,11,9,12,16,11,5,3,2,1,1,12,24,31,31,3,1,31,1
2006-07,5m,Players,100656,Ruth Riley,Ruth,1611661321,DET,27.0,4,3,1,0.75,3.355,2,3,0.667,0,0,0.0,0,0,0.0,2,0,2,0,0,0,0,0,1,0,4,8,6.4,0,0,6.0,1,1,14,14,19,2,3,10,8,13,8,11,11,11,1,12,2,11,5,3,2,1,39,12,7,2,6,3,1,6,1
2006-07,5m,Players,200684,Scholanda Dorrell,Scholanda,1611661318,SAC,24.0,1,0,1,0.0,0.16666666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0,0,0.0,30,33,14,33,48,17,26,17,8,13,8,11,11,11,9,12,16,11,5,3,2,1,1,12,24,31,31,3,1,31,1
2006-07,5m,Players,100720,Sue Bird,Sue,1611661328,SEA,26.0,3,1,2,0.333,4.683333333333334,0,3,0.0,0,1,0.0,1,2,0.5,0,0,0,0,0,0,0,0,0,1,1,-4,1.0,0,0,1.0,8,17,38,25,11,17,3,17,8,3,8,7,5,8,9,12,16,11,5,3,2,1,1,6,21,38,27,3,1,24,1
2006-07,5m,Players,100721,Swin Cash,Swin,1611661321,DET,27.0,4,3,1,0.75,3.605,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,1,0,0,0,0,0,0,0,8,3.9,0,0,3.0,1,1,14,14,16,17,15,17,8,13,8,11,11,11,3,3,2,3,5,3,2,1,1,12,24,2,16,3,1,17,1
2006-07,5m,Players,100412,Taj McWilliams-Franklin,Taj,1611661323,CON,36.0,2,2,0,1.0,2.421666666666667,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,2,2,1.0,1,0,2.0,18,6,1,1,20,7,6,11,8,13,8,11,11,11,9,12,16,11,1,3,2,1,1,12,14,15,27,1,1,20,1
2006-07,5m,Players,100734,Tamara Moore,Tamara,1611661320,LAS,27.0,1,1,0,1.0,0.375,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,0,0,0,0,0,0,1,1,4,1.0,0,0,1.0,30,17,1,1,44,17,26,17,8,13,8,7,5,8,9,12,16,11,5,3,2,1,1,6,21,6,27,3,1,24,1
2006-07,5m,Players,100646,Tamika Catchings,Tamika,1611661325,IND,27.0,1,0,1,0.0,0.85,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-5,0.0,0,0,0.0,30,33,14,33,30,17,26,17,8,13,8,11,11,11,9,12,16,11,5,3,2,1,1,12,24,41,31,3,1,31,1
2006-07,5m,Players,100347,Tamika Whitmore,Tamika,1611661325,IND,30.0,1,0,1,0.0,0.85,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-5,0.0,0,0,0.0,30,33,14,33,30,17,26,17,8,13,8,11,11,11,9,12,16,11,5,3,2,1,1,12,24,41,31,3,1,31,1
2006-07,5m,Players,101024,Temeka Johnson,Temeka,1611661320,LAS,24.0,3,1,2,0.333,9.166666666666666,4,9,0.444,0,0,0.0,0,0,0.0,1,0,1,2,0,0,0,1,1,0,8,-5,12.2,0,0,11.0,8,17,38,25,3,1,1,16,8,13,8,11,11,11,3,12,8,1,5,3,2,49,39,12,1,41,2,3,1,2,1
2006-07,5m,Players,100234,Ticha Penicheiro,Ticha,1611661318,SAC,32.0,2,1,1,0.5,5.566666666666666,1,2,0.5,1,1,1.0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,3,4,5.4,0,0,6.0,18,17,14,19,10,7,6,11,1,3,1,11,11,11,9,1,2,11,5,3,2,1,1,12,10,6,8,3,1,6,1
2006-07,5m,Players,100233,Tiffani Johnson,Tiffani,1611661328,SEA,31.0,2,0,2,0.0,4.433333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,3,0,0,-6,1.2,0,0,1.0,18,33,38,33,14,17,26,17,8,13,8,11,11,11,9,3,8,11,5,3,2,1,50,12,24,49,25,3,1,24,1
2006-07,5m,Players,100284,Tully Bevilaqua,Tully,1611661325,IND,34.0,1,0,1,0.0,0.85,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-5,0.0,0,0,0.0,30,33,14,33,30,17,26,17,8,13,8,11,11,11,9,12,16,11,5,3,2,1,1,12,24,41,31,3,1,31,1
2006-07,5m,Players,100419,Yolanda Griffith,Yolanda,1611661318,SAC,37.0,3,1,2,0.333,6.12,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,1,0,4,2,4.5,0,0,5.0,8,17,38,25,6,2,6,1,8,13,8,11,11,11,9,12,16,3,1,3,2,1,39,12,7,15,12,3,1,11,1
2007-08,5m,Players,100493,Anna DeForge,Anna,1611661325,IND,32.0,2,1,1,0.5,27.6,8,13,0.615,4,6,0.667,2,2,1.0,0,1,1,2,2,3,0,0,5,1,22,10,33.2,0,0,35.0,23,18,7,22,8,2,3,11,1,3,5,9,13,1,24,19,25,8,2,1,9,1,63,17,2,9,3,16,1,2,1
2007-08,5m,Players,101047,Ashley Battle,Ashley,1611661313,NYL,26.0,2,0,2,0.0,13.815,1,2,0.5,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,1,0,2,-3,4.4,0,0,4.0,23,35,40,35,22,25,28,15,18,31,18,22,23,22,24,14,17,27,26,19,9,1,30,28,26,41,33,16,1,31,1
2007-08,5m,Players,100942,Ashley Robinson,Ashley,1611661328,SEA,25.0,1,0,1,0.0,4.5183333333333335,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,-4,2.4,0,0,2.0,41,35,7,35,39,33,36,33,18,31,18,22,23,22,24,14,17,27,26,19,9,1,1,28,38,45,41,16,1,40,1
2007-08,5m,Players,100723,Asjha Jones,Asjha,1611661323,CON,27.0,2,1,1,0.5,27.718333333333334,2,7,0.286,0,0,0.0,0,0,0.0,2,2,4,8,1,1,0,0,2,1,4,-4,22.8,1,0,18.0,23,18,7,22,7,17,13,27,18,31,18,22,23,22,7,14,10,1,11,6,9,1,45,17,23,45,12,7,1,13,1
2007-08,5m,Players,100494,Barbara Farris,Barbara,1611661313,NYL,31.0,2,0,2,0.0,0.20833333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,23,35,40,35,55,33,45,33,18,31,18,22,23,22,24,30,36,27,26,19,9,1,1,28,38,29,48,16,1,48,1
2007-08,5m,Players,100342,Becky Hammon,Becky,1611661319,SAN,31.0,3,1,2,0.333,10.16,3,6,0.5,3,3,1.0,0,0,0.0,0,0,0,1,1,0,0,0,2,0,9,-16,9.5,0,0,13.0,12,18,40,29,29,11,16,15,2,9,1,22,23,22,24,30,36,13,11,19,9,1,45,28,13,63,23,16,1,17,1
2007-08,5m,Players,100696,Belinda Snell,Belinda,1611661317,PHO,27.0,1,0,1,0.0,0.016666666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0,0,0.0,41,35,7,35,64,33,45,33,18,31,18,22,23,22,24,30,36,27,26,19,9,1,1,28,38,39,48,16,1,48,1
2007-08,5m,Players,100484,Betty Lennox,Betty,1611661328,SEA,31.0,1,0,1,0.0,4.488333333333333,1,2,0.5,0,1,0.0,0,0,0.0,1,1,2,0,0,0,0,0,1,0,2,-1,4.4,0,0,4.0,41,35,7,35,43,25,28,15,18,20,18,22,23,22,11,19,17,27,26,19,9,1,30,28,26,33,33,16,1,31,1
2007-08,5m,Players,201067,Camille Smith,Camille,1611661319,SAN,23.0,3,1,2,0.333,2.941666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,-11,0.0,0,0,0.0,12,18,40,29,46,33,45,33,18,31,18,22,23,22,24,30,36,27,26,19,9,1,30,28,38,59,48,16,1,48,1
2007-08,5m,Players,200665,Cappie Pondexter,Cappie,1611661317,PHO,25.0,6,4,2,0.667,20.885,6,16,0.375,0,4,0.0,10,12,0.833,3,3,6,4,1,0,0,2,4,9,22,13,34.2,1,0,32.0,1,1,40,9,13,3,2,26,18,5,18,2,1,11,3,8,6,3,11,19,9,62,59,1,2,4,2,7,1,4,1
2007-08,5m,Players,101049,Cathrine Kraayeveld,Cathrine,1611661313,NYL,26.0,2,0,2,0.0,13.106666666666667,3,6,0.5,1,2,0.5,2,2,1.0,0,0,0,0,0,0,0,1,1,2,9,4,9.0,0,0,10.0,23,35,40,35,24,11,16,15,7,14,7,9,13,1,24,30,36,27,26,19,9,55,30,11,13,16,25,16,1,23,1
